track_key,seed,changed_blocks,total_blocks,changed_seconds,input_error_mass,changed_input_distance,inside_output_change,outside_output_change,localization_contrast,changed_target_effect,full_output_change
motor_tapes_shore,2027,19,24,9.5,0.4755538858376407,0.6006996452685988,0.060139547642111484,0.009038210430452475,0.051101337211659006,0.1396549407051109,0.049493435723015865
motor_tapes_shore,42,19,24,9.5,0.4755538858376407,0.6006996452685988,0.07196839479374073,0.025071706482507693,0.04689668831123304,0.12780095888391146,0.06219825139556717
nerve_9_pray_for_the_rain,123,19,24,9.5,0.2950602508927576,0.37270768533822024,0.03908651295702258,0.03948091306127355,-0.0003944001042509651,0.03575709818668911,0.039168679645408204
nerve_9_pray_for_the_rain,2027,19,24,9.5,0.2950602508927576,0.37270768533822024,0.0322634278444792,0.03456195607829286,-0.002298528233813664,0.054491486772236454,0.03274228789319038
nerve_9_pray_for_the_rain,42,19,24,9.5,0.2950602508927576,0.37270768533822024,0.10394864092616696,0.09394165452952603,0.010006986396640924,0.07431481115469395,0.10186385209353342
pr_oh_no,123,24,24,12.0,0.9660630557558979,0.9660630557558979,0.1535801542808077,0.0,0.0,0.1991606544827699,0.1535801542808077
pr_oh_no,2027,24,24,12.0,0.9660630557558979,0.9660630557558979,0.057252486087792175,0.0,0.0,0.1385430612940944,0.057252486087792175
pr_oh_no,42,24,24,12.0,0.9660630557558979,0.9660630557558979,0.12036193833048668,0.0,0.0,0.20555639290363872,0.12036193833048668
punkdisco_oral_hygiene,123,24,24,12.0,0.47170021140058066,0.47170021140058066,0.08498059072440856,0.0,0.0,0.2031500130554034,0.08498059072440856
punkdisco_oral_hygiene,2027,24,24,12.0,0.47170021140058066,0.47170021140058066,0.09299901643132803,0.0,0.0,0.18101670161333827,0.09299901643132803
punkdisco_oral_hygiene,42,24,24,12.0,0.47170021140058066,0.47170021140058066,0.09403348938403604,0.0,0.0,0.1697061070500797,0.09403348938403604
raft_monk_tiring,123,23,24,11.5,0.49707121777008645,0.5186830098470468,0.06466115423542575,0.019858956336975098,0.04480219789845065,0.13505848179908173,0.06279439598965696
raft_monk_tiring,2027,23,24,11.5,0.49707121777008645,0.5186830098470468,0.058364431107161045,0.1473311185836792,-0.08896668747651815,0.11409910879972399,0.062071376418682635
raft_monk_tiring,42,23,24,11.5,0.49707121777008645,0.5186830098470468,0.07614286067661824,0.08988314867019653,-0.013740287993578293,0.1319689988668924,0.07671537267635066
sambasevam_shanmugam_kaathaadi,123,19,24,9.5,0.36467286087053025,0.4606394032048804,0.06894252651951999,0.033254852507152585,0.0356876740123674,0.03823336158518172,0.06150759443361011
