track_key,track_id,rank,seed,error_type,effective_changed_seconds,changed_blocks,mean_changed_template_distance,full_window_input_error_mass,changed_block_target_effect,inside_output_change,outside_output_change,localization_contrast,changed_block_output_change,full_window_output_error_mass,mass_transfer_ratio,changed_block_transfer_ratio
am_contra_heart_peripheral,AM Contra - Heart Peripheral,2,123,parallel_quality,4.0,9,0.2915399554561478,0.10932748329605531,0.16406468212433345,0.054969558997661316,0.011529926477371702,0.043439632520289616,0.04862886106371583,0.024199819295789505,0.22135165437090665,0.16679998797293627
am_contra_heart_peripheral,AM Contra - Heart Peripheral,2,2027,parallel_quality,4.0,9,0.2915399554561478,0.10932748329605531,0.16471316723598373,0.04511763503942599,0.009965938998218026,0.035151696041207964,0.03628407034604096,0.020218517010237014,0.18493535569172412,0.12445659562947507
am_contra_heart_peripheral,AM Contra - Heart Peripheral,2,42,parallel_quality,4.0,9,0.2915399554561478,0.10932748329605531,0.07776420465630149,0.13193866520334877,0.01017911677136664,0.12175954843198213,0.10330323640666444,0.045692318397361424,0.4179399087933644,0.35433646220132897
am_contra_heart_peripheral,AM Contra - Heart Peripheral,2,123,relative_substitution,4.0,9,0.2915399554561478,0.10932748329605531,0.3436944286269885,0.500014643113228,0.020102182556244415,0.47991246055698356,0.40810642464552055,0.16007665021869796,1.464194047028555,1.3998301673847453
am_contra_heart_peripheral,AM Contra - Heart Peripheral,2,2027,relative_substitution,4.0,9,0.2915399554561478,0.10932748329605531,0.2579008039760054,0.25978435852346393,0.030855738384962257,0.22892862013850168,0.20729972334797533,0.0976265859253586,0.8929738706322266,0.7110508164262804
am_contra_heart_peripheral,AM Contra - Heart Peripheral,2,42,relative_substitution,4.0,9,0.2915399554561478,0.10932748329605531,0.32472033501907555,0.3999919919976014,0.06454872497625139,0.33544326702134997,0.32940285295975347,0.16238634452414513,1.4853204302198024,1.1298720700027713
bks_bulldozer,BKS - Bulldozer,15,123,parallel_quality,4.0,9,0.290756974116353,0.10903386529363228,0.15809570779222795,0.07539697353790499,0.04686121150826985,0.02853576202963514,0.06801970916020879,0.05518414210024677,0.5061192864403533,0.23394007784999565
bks_bulldozer,BKS - Bulldozer,15,2027,parallel_quality,4.0,9,0.290756974116353,0.10903386529363228,0.14131824650530447,0.13801083241101247,0.016639878332594088,0.12137095407841839,0.11731318530705748,0.052039739938799456,0.477280520126976,0.4034750521929422
bks_bulldozer,BKS - Bulldozer,15,42,parallel_quality,4.0,9,0.290756974116353,0.10903386529363228,0.09984423770652599,0.058982459356654214,0.04117420874475247,0.017808250611901742,0.05905427684959214,0.04636828183989048,0.42526495520468766,0.20310528072134992
bks_bulldozer,BKS - Bulldozer,15,123,relative_substitution,4.0,9,0.290756974116353,0.10903386529363228,0.4957419092944247,0.6288834732332671,0.03473972954551637,0.5941437436877507,0.5163396734982941,0.20803165478777705,1.907954507781046,1.7758462202583973
bks_bulldozer,BKS - Bulldozer,15,2027,relative_substitution,4.0,9,0.290756974116353,0.10903386529363228,0.4166428460031806,0.47709643125409995,0.021235375427838345,0.45586105582626163,0.3804819798115249,0.15419485004383135,1.4141922752951925,1.3085910698027363
bks_bulldozer,BKS - Bulldozer,15,42,relative_substitution,4.0,9,0.290756974116353,0.10903386529363228,0.5177682620379651,0.5378210884694665,0.055301163487327054,0.48251992498213947,0.44722851781456785,0.19603614160711771,1.7979381092212503,1.5381523321108688
bks_too_much,BKS - Too Much,23,123,parallel_quality,4.0,9,0.28053017261931606,0.1051988147322434,0.026304231491325644,0.005989883877772583,0.00732664871345702,-0.0013367648356844373,0.00998948069017659,0.006936758969715726,0.06593951640397723,0.03560929149582949
bks_too_much,BKS - Too Much,23,2027,parallel_quality,4.0,9,0.28053017261931606,0.1051988147322434,0.12141702879691876,0.3947412065052744,0.012842785447926516,0.3818984210573479,0.3179244496358877,0.12422982492298629,1.1809051769184038,1.13329859197469
bks_too_much,BKS - Too Much,23,42,parallel_quality,4.0,9,0.28053017261931606,0.1051988147322434,0.050830432162779306,0.013485568705073225,0.005039870752715438,0.008445697952357788,0.013061722737782376,0.007503199322153126,0.07132399106634989,0.04656084803935633
bks_too_much,BKS - Too Much,23,123,relative_substitution,4.0,9,0.28053017261931606,0.1051988147322434,0.5028694021710775,0.7120658374632531,0.04983886095347476,0.6622269765097784,0.6064467032945997,0.24298839576882678,2.3098016492608915,2.1617877949890176
bks_too_much,BKS - Too Much,23,2027,relative_substitution,4.0,9,0.28053017261931606,0.1051988147322434,0.4435763032496396,0.6243250200614029,0.05033278242556984,0.5739922376358331,0.5330035236940804,0.2177471850693545,2.069863483001915,1.8999864389538403
bks_too_much,BKS - Too Much,23,42,relative_substitution,4.0,9,0.28053017261931606,0.1051988147322434,0.37398996407453544,0.37946798719464186,0.0510465904320693,0.32842139676257254,0.3297400123791442,0.14683616448781964,1.395796757421207,1.1754172797184517
buitraker_revo_x,Buitraker - Revo X,19,123,parallel_quality,4.0,9,0.2942264928434212,0.11033493481628281,0.16639358508046356,0.07371603013587667,0.009742070913099284,0.06397395922277739,0.061313452467420274,0.02840114235307602,0.25740843007127684,0.20838861883198778
buitraker_revo_x,Buitraker - Revo X,19,2027,parallel_quality,4.0,9,0.2942264928434212,0.11033493481628281,0.04503241017645795,0.029564730912545127,0.007868686290991729,0.021696044621553397,0.0288178003269314,0.014196699305611469,0.12866912305925768,0.09794427431885748
buitraker_revo_x,Buitraker - Revo X,19,42,parallel_quality,4.0,9,0.2942264928434212,0.11033493481628281,0.046219582172652256,0.010010728175602541,0.003319175876488308,0.006691552299114233,0.008665826922709872,0.005270878630396626,0.04777162046792427,0.02945291173124092
buitraker_revo_x,Buitraker - Revo X,19,123,relative_substitution,4.0,9,0.2942264928434212,0.11033493481628281,0.35078896411204036,0.4494359699858155,0.06385660310974209,0.3855793668760734,0.4094886627512559,0.17631725178193017,1.598018361777379,1.3917464018754215
buitraker_revo_x,Buitraker - Revo X,19,2027,relative_substitution,4.0,9,0.2942264928434212,0.11033493481628281,0.18463936884018584,0.186158255473282,0.03178455634438481,0.15437369912889717,0.1663324765586584,0.07681021859031316,0.6961550185189197,0.5653212086757113
buitraker_revo_x,Buitraker - Revo X,19,42,relative_substitution,4.0,9,0.2942264928434212,0.11033493481628281,0.28968206347550574,0.24011280336158847,0.034294562692567476,0.205818240669021,0.22645518037447843,0.0943248828876986,0.8548958953459089,0.7696627798061384
detsky_sad_walkie_talkie,Detsky Sad - Walkie Talkie,5,123,parallel_quality,4.0,9,0.2915399554561484,0.10932748329605552,0.047838136983887176,0.10934863361603776,0.028966186256642733,0.08038244735939504,0.11175899072383388,0.05241106673646628,0.47939516356137735,0.383340220207463
detsky_sad_walkie_talkie,Detsky Sad - Walkie Talkie,5,2027,parallel_quality,4.0,9,0.2915399554561484,0.10932748329605552,0.13388561467752635,0.3382480404283899,0.030562485379891265,0.30768555504849865,0.298986587596647,0.12030410560237004,1.1004013078448918,1.0255424067992582
detsky_sad_walkie_talkie,Detsky Sad - Walkie Talkie,5,42,parallel_quality,4.0,9,0.2915399554561484,0.10932748329605552,0.10889950241720339,0.16422131708826462,0.09444196913919949,0.06977934794906514,0.1777736728953102,0.1147942789576768,1.0500038553601143,0.609774645184268
detsky_sad_walkie_talkie,Detsky Sad - Walkie Talkie,5,123,relative_substitution,4.0,9,0.2915399554561484,0.10932748329605553,0.5264700409763048,0.598258440489407,0.06326301095801676,0.5349954295313902,0.557610105930908,0.2193033445713389,2.00593060372086,1.9126370005046536
detsky_sad_walkie_talkie,Detsky Sad - Walkie Talkie,5,2027,relative_substitution,4.0,9,0.2915399554561484,0.10932748329605553,0.5329699144721152,0.45126123668718304,0.05850912026010545,0.3927521164270776,0.4192341174989661,0.17306182088466973,1.582967207029028,1.4379988391060334
detsky_sad_walkie_talkie,Detsky Sad - Walkie Talkie,5,42,relative_substitution,4.0,9,0.2915399554561484,0.10932748329605553,0.4584140154376601,0.4764974686630218,0.09771877724613287,0.3787786914168889,0.4398374944432376,0.2081958955760588,1.904332646277703,1.5086696907635193
forkupines_semantics,Forkupines - Semantics,4,123,parallel_quality,4.0,9,0.2803978045286818,0.10514917669825553,0.20946216752532562,0.057936031824633215,0.01968542326825229,0.038250608556380926,0.06586562498845255,0.030841850763863393,0.29331519021180386,0.23490064445820288
forkupines_semantics,Forkupines - Semantics,4,2027,parallel_quality,4.0,9,0.2803978045286818,0.10514917669825553,0.06576809098507513,0.026823632143824834,0.005034264519486781,0.021789367624338054,0.0251043975757747,0.011389496743252047,0.10831750757246779,0.08953136283635481
forkupines_semantics,Forkupines - Semantics,4,42,parallel_quality,4.0,9,0.2803978045286818,0.10514917669825553,0.18852827069431755,0.07451045743829672,0.008927268466250353,0.06558318897204637,0.0632066151481425,0.02805569858309721,0.2668180528280129,0.22541765351688808
forkupines_semantics,Forkupines - Semantics,4,123,relative_substitution,4.0,9,0.2803978045286818,0.10514917669825553,0.44349121951511045,0.4167183615528831,0.046894207153087585,0.36982415439979555,0.37884974307862723,0.15475958551969463,1.471809769503047,1.3511152261531878
