job_id,condition_id,track_key,seed,changed_blocks,total_blocks,changed_seconds,input_error_mass,changed_input_distance,inside_output_change,outside_output_change,localization_contrast,changed_target_effect,full_output_change
al_james_schoolboy_facination_deepchroma_profile1_S123,deepchroma_profile_1,al_james_schoolboy_facination,123,24,24,12.0,0.6584065105422924,0.6584065105422924,0.42648119603484685,0.0,0.0,0.5271071645590734,0.42648119603484685
al_james_schoolboy_facination_deepchroma_profile1_S2027,deepchroma_profile_1,al_james_schoolboy_facination,2027,24,24,12.0,0.6584065105422924,0.6584065105422924,0.3692839030759965,0.0,0.0,0.3141291262937088,0.3692839030759965
al_james_schoolboy_facination_deepchroma_profile1_S42,deepchroma_profile_1,al_james_schoolboy_facination,42,24,24,12.0,0.6584065105422924,0.6584065105422924,0.48726131103042,0.0,0.0,0.4501574951093584,0.48726131103042
al_james_schoolboy_facination_deepchroma_profile2_S123,deepchroma_profile_2,al_james_schoolboy_facination,123,24,24,12.0,0.7110604905654645,0.7110604905654645,0.3798879081769661,0.0,0.0,0.48581528686257175,0.3798879081769661
al_james_schoolboy_facination_deepchroma_profile2_S2027,deepchroma_profile_2,al_james_schoolboy_facination,2027,24,24,12.0,0.7110604905654645,0.7110604905654645,0.4404603551635263,0.0,0.0,0.522767501877517,0.4404603551635263
al_james_schoolboy_facination_deepchroma_profile2_S42,deepchroma_profile_2,al_james_schoolboy_facination,42,24,24,12.0,0.7110604905654645,0.7110604905654645,0.5400020274943481,0.0,0.0,0.5670199639011035,0.5400020274943481
al_james_schoolboy_facination_deepchroma_profile3_S123,deepchroma_profile_3,al_james_schoolboy_facination,123,24,24,12.0,0.64253231275884,0.64253231275884,0.37126305839566814,0.0,0.0,0.4299301882683639,0.37126305839566814
al_james_schoolboy_facination_deepchroma_profile3_S2027,deepchroma_profile_3,al_james_schoolboy_facination,2027,24,24,12.0,0.64253231275884,0.64253231275884,0.3015861803043183,0.0,0.0,0.4082777330310745,0.3015861803043183
al_james_schoolboy_facination_deepchroma_profile3_S42,deepchroma_profile_3,al_james_schoolboy_facination,42,24,24,12.0,0.64253231275884,0.64253231275884,0.5356361610710577,0.0,0.0,0.45807689209511776,0.5356361610710577
am_contra_heart_peripheral_deepchroma_profile1_S123,deepchroma_profile_1,am_contra_heart_peripheral,123,20,24,10.0,0.6273690976567629,0.7528429171881156,0.5213434288723227,0.04421556310194086,0.4771278657703818,0.5725667367890612,0.44182211791059234
am_contra_heart_peripheral_deepchroma_profile1_S2027,deepchroma_profile_1,am_contra_heart_peripheral,2027,20,24,10.0,0.6273690976567629,0.7528429171881156,0.3199713945431909,0.04163315948619406,0.27833823505699684,0.5443405985356189,0.2735816887003581
am_contra_heart_peripheral_deepchroma_profile1_S42,deepchroma_profile_1,am_contra_heart_peripheral,42,20,24,10.0,0.6273690976567629,0.7528429171881156,0.26963725820353934,0.01513412594795227,0.2545031322555871,0.5100212905495214,0.22722006949427484
am_contra_heart_peripheral_deepchroma_profile2_S123,deepchroma_profile_2,am_contra_heart_peripheral,123,20,24,10.0,0.5590211328162743,0.6708253593795291,0.4043915168027916,0.03520766157542643,0.3691838552273652,0.3625178741116089,0.3428608742648975
