"job_id","condition_id","track_key","seed","changed_blocks","total_blocks","changed_seconds","input_error_mass","changed_input_distance","inside_output_change","outside_output_change","localization_contrast","changed_target_effect","full_output_change"
"al_james_schoolboy_facination_mask_only_S123","mask_only","al_james_schoolboy_facination","123","24","24","12.0","0.652973989656949","0.652973989656949","0.428253905051534","0.0","0.0","0.617567647103069","0.428253905051534"
"al_james_schoolboy_facination_mask_only_S2027","mask_only","al_james_schoolboy_facination","2027","24","24","12.0","0.652973989656949","0.652973989656949","0.5491101623137168","0.0","0.0","0.6479197989547533","0.5491101623137168"
"al_james_schoolboy_facination_mask_only_S42","mask_only","al_james_schoolboy_facination","42","24","24","12.0","0.652973989656949","0.652973989656949","0.5339464468998841","0.0","0.0","0.578421898508653","0.5339464468998841"
"am_contra_heart_peripheral_mask_only_S123","mask_only","am_contra_heart_peripheral","123","24","24","12.0","0.6562560953338811","0.6562560953338811","0.4424700499648921","0.0","0.0","0.6725280053849044","0.4424700499648921"
"am_contra_heart_peripheral_mask_only_S2027","mask_only","am_contra_heart_peripheral","2027","24","24","12.0","0.6562560953338811","0.6562560953338811","0.3830565821434207","0.0","0.0","0.6511600648858388","0.3830565821434207"
"am_contra_heart_peripheral_mask_only_S42","mask_only","am_contra_heart_peripheral","42","24","24","12.0","0.6562560953338811","0.6562560953338811","0.3432401277065605","0.0","0.0","0.6900849310088951","0.3432401277065605"
"arise_run_run_run_mask_only_S123","mask_only","arise_run_run_run","123","11","24","5.5","0.29872317175382185","0.6517596474628842","0.46185550508721035","0.2766007871522306","0.18525471793497977","0.6895956900321725","0.3615091995390964"
"arise_run_run_run_mask_only_S2027","mask_only","arise_run_run_run","2027","11","24","5.5","0.29872317175382185","0.6517596474628842","0.4847690450598579","0.12618537103840965","0.35858367402144825","0.548305588335494","0.29053622163157344"
"arise_run_run_run_mask_only_S42","mask_only","arise_run_run_run","42","11","24","5.5","0.29872317175382185","0.6517596474628842","0.515755571577166","0.06719332970017464","0.44856224187699134","0.6226442843098869","0.27278435722712896"
"ben_carrigan_we_ll_talk_about_it_all_tonight_mask_only_S123","mask_only","ben_carrigan_we_ll_talk_about_it_all_tonight","123","20","24","10.0","0.5238379856379685","0.6286055827655621","0.410953810982563","0.05224457912396713","0.3587092318585959","0.5229011327338414","0.3511689390061304"
"ben_carrigan_we_ll_talk_about_it_all_tonight_mask_only_S2027","mask_only","ben_carrigan_we_ll_talk_about_it_all_tonight","2027","20","24","10.0","0.5238379856379685","0.6286055827655621","0.6093631922080758","0.19969144699198718","0.4096717452160886","0.6284976651772144","0.5410845680053944"
"ben_carrigan_we_ll_talk_about_it_all_tonight_mask_only_S42","mask_only","ben_carrigan_we_ll_talk_about_it_all_tonight","42","20","24","10.0","0.5238379856379685","0.6286055827655621","0.5199091175113474","0.016001792579300317","0.503907324932047","0.7615173448114106","0.43592456335600627"
"bks_bulldozer_mask_only_S123","mask_only","bks_bulldozer","123","22","24","11.0","0.5921566881734698","0.6459891143710579","0.5880828796068932","0.1908380502961904","0.3972448293107028","0.7137993731063875","0.5549791438310013"
"bks_bulldozer_mask_only_S2027","mask_only","bks_bulldozer","2027","22","24","11.0","0.5921566881734698","0.6459891143710579","0.5730628032949875","0.17389202849788976","0.3991707747970977","0.7187613699907435","0.539798572061896"
"bks_bulldozer_mask_only_S42","mask_only","bks_bulldozer","42","22","24","11.0","0.5921566881734698","0.6459891143710579","0.4749092544254065","0.18729982146020974","0.28760943296519675","0.6275766605849484","0.4509418016783067"
"bks_too_much_mask_only_S123","mask_only","bks_too_much","123","20","24","10.0","0.5457277667934038","0.6548733201520847","0.5639677882058058","0.06424684917432982","0.499720939031476","0.7117981722227188","0.4806809650338932"
"bks_too_much_mask_only_S2027","mask_only","bks_too_much","2027","20","24","10.0","0.5457277667934038","0.6548733201520847","0.48716342402974366","0.0728704964314055","0.41429292759833813","0.6359749592584454","0.4181146027633538"
"bks_too_much_mask_only_S42","mask_only","bks_too_much","42","20","24","10.0","0.5457277667934038","0.6548733201520847","0.4320812641879327","0.056418660780874624","0.37566260340705804","0.7125210912230197","0.36947083028675626"
"buitraker_revo_x_mask_only_S123","mask_only","buitraker_revo_x","123","20","24","10.0","0.5248377452764933","0.629805294331792","0.44279916464242064","0.018441632901327082","0.4243575317410936","0.6910434835760668","0.37207290935223836"
"buitraker_revo_x_mask_only_S2027","mask_only","buitraker_revo_x","2027","20","24","10.0","0.5248377452764933","0.629805294331792","0.2952890386027384","0.033920527830353014","0.26136851077238543","0.4598561424214422","0.25172762014067424"
"buitraker_revo_x_mask_only_S42","mask_only","buitraker_revo_x","42","20","24","10.0","0.5248377452764933","0.629805294331792","0.42425817643294395","0.008801386015406365","0.4154567904175376","0.6074375939784649","0.3550153780300209"
"detsky_sad_walkie_talkie_mask_only_S123","mask_only","detsky_sad_walkie_talkie","123","15","24","7.5","0.4092282082967542","0.6547651332748069","0.43629548500325016","0.232748891263601","0.20354659373964917","0.6278267891502228","0.35996551235088176"
"detsky_sad_walkie_talkie_mask_only_S2027","mask_only","detsky_sad_walkie_talkie","2027","15","24","7.5","0.4092282082967542","0.6547651332748069","0.4311563106634988","0.10816650495006103","0.32298980571343777","0.6767424514186555","0.3100351335209596"
"detsky_sad_walkie_talkie_mask_only_S42","mask_only","detsky_sad_walkie_talkie","42","15","24","7.5","0.4092282082967542","0.6547651332748069","0.534037495322428","0.09025983384586214","0.44377766147656583","0.7503781293725122","0.36762087226871576"
"forkupines_semantics_mask_only_S123","mask_only","forkupines_semantics","123","20","24","10.0","0.5407456865471182","0.6488948238565417","0.3469402279823421","0.05147270944894891","0.29546751853339315","0.5994377013360657","0.2976956415601099"
"forkupines_semantics_mask_only_S2027","mask_only","forkupines_semantics","2027","20","24","10.0","0.5407456865471182","0.6488948238565417","0.4143733264806329","0.07963353669764503","0.3347397897829879","0.5610423299026077","0.35858336151680165"
"forkupines_semantics_mask_only_S42","mask_only","forkupines_semantics","42","20","24","10.0","0.5407456865471182","0.6488948238565417","0.4549007374452215","0.07856968506970424","0.3763310523755173","0.7240545559374073","0.39217889538263534"
"georgia_wonder_siren_mask_only_S123","mask_only","georgia_wonder_siren","123","24","24","12.0","0.6613694692830846","0.6613694692830846","0.385731696324166","0.0","0.0","0.6663972675284559","0.385731696324166"
"georgia_wonder_siren_mask_only_S2027","mask_only","georgia_wonder_siren","2027","24","24","12.0","0.6613694692830846","0.6613694692830846","0.4768267952164384","0.0","0.0","0.6184536716210393","0.4768267952164384"
"georgia_wonder_siren_mask_only_S42","mask_only","georgia_wonder_siren","42","24","24","12.0","0.6613694692830846","0.6613694692830846","0.5366425037009247","0.0","0.0","0.7126517631228416","0.5366425037009247"
"girls_under_glass_we_feel_alright_mask_only_S123","mask_only","girls_under_glass_we_feel_alright","123","24","24","12.0","0.6548799355074247","0.6548799355074247","0.4199074166034749","0.0","0.0","0.5332361341143624","0.4199074166034749"
"girls_under_glass_we_feel_alright_mask_only_S2027","mask_only","girls_under_glass_we_feel_alright","2027","24","24","12.0","0.6548799355074247","0.6548799355074247","0.4512526269101091","0.0","0.0","0.6519505550755054","0.4512526269101091"
"girls_under_glass_we_feel_alright_mask_only_S42","mask_only","girls_under_glass_we_feel_alright","42","24","24","12.0","0.6548799355074247","0.6548799355074247","0.47038850489663986","0.0","0.0","0.7849969971259249","0.47038850489663986"
"hollow_ground_ill_fate_mask_only_S123","mask_only","hollow_ground_ill_fate","123","24","24","12.0","0.6501967895420812","0.6501967895420812","0.49019606519711784","0.0","0.0","0.6288997570869341","0.49019606519711784"
"hollow_ground_ill_fate_mask_only_S2027","mask_only","hollow_ground_ill_fate","2027","24","24","12.0","0.6501967895420812","0.6501967895420812","0.6676467101487313","0.0","0.0","0.785445743195854","0.6676467101487313"
"hollow_ground_ill_fate_mask_only_S42","mask_only","hollow_ground_ill_fate","42","24","24","12.0","0.6501967895420812","0.6501967895420812","0.6370218910967917","0.0","0.0","0.8232215803484745","0.6370218910967917"
"juliet_s_rescue_heartbeats_mask_only_S123","mask_only","juliet_s_rescue_heartbeats","123","21","24","10.5","0.5678142627204242","0.6489305859661991","0.5415346335126344","0.23100503965562583","0.3105295938570086","0.5964795959112316","0.5027184342805083"
"juliet_s_rescue_heartbeats_mask_only_S2027","mask_only","juliet_s_rescue_heartbeats","2027","21","24","10.5","0.5678142627204242","0.6489305859661991","0.5672855262707911","0.0652964942630165","0.5019890320077746","0.6642236500834909","0.5045368972698192"
"juliet_s_rescue_heartbeats_mask_only_S42","mask_only","juliet_s_rescue_heartbeats","42","21","24","10.5","0.5678142627204242","0.6489305859661991","0.31738100764464183","0.22927345211943698","0.08810755552520486","0.5286658595991489","0.3063675632039912"
"little_chicago_s_finest_my_own_mask_only_S123","mask_only","little_chicago_s_finest_my_own","123","24","24","12.0","0.621096145843144","0.621096145843144","0.45380670271850176","0.0","0.0","0.6762951296819263","0.45380670271850176"
"little_chicago_s_finest_my_own_mask_only_S2027","mask_only","little_chicago_s_finest_my_own","2027","24","24","12.0","0.621096145843144","0.621096145843144","0.4506314481601512","0.0","0.0","0.543240279644214","0.4506314481601512"
"little_chicago_s_finest_my_own_mask_only_S42","mask_only","little_chicago_s_finest_my_own","42","24","24","12.0","0.621096145843144","0.621096145843144","0.39791619440837006","0.0","0.0","0.6377689423883215","0.39791619440837006"
"louis_cressy_band_good_time_mask_only_S123","mask_only","louis_cressy_band_good_time","123","21","24","10.5","0.5708475490549766","0.6523971989199732","0.5005290451767158","0.09780246019363403","0.4027265849830818","0.4127368340380637","0.45018822205383063"
"louis_cressy_band_good_time_mask_only_S2027","mask_only","louis_cressy_band_good_time","2027","21","24","10.5","0.5708475490549766","0.6523971989199732","0.6332734066988248","0.07125379641850789","0.5620196102803169","0.7024212928526183","0.5630209554137853"
"louis_cressy_band_good_time_mask_only_S42","mask_only","louis_cressy_band_good_time","42","21","24","10.5","0.5708475490549766","0.6523971989199732","0.6601351618377181","0.022978604342755005","0.6371565574949631","0.7391168570821294","0.5804905921508478"
"lyndsey_ollard_catching_up_mask_only_S123","mask_only","lyndsey_ollard_catching_up","123","22","24","11.0","0.588398360053552","0.6418891200584201","0.3270309654578403","0.03533631962443318","0.2916946458334071","0.5549713384572786","0.3027230783050563"
"lyndsey_ollard_catching_up_mask_only_S2027","mask_only","lyndsey_ollard_catching_up","2027","22","24","11.0","0.588398360053552","0.6418891200584201","0.5197308223507398","0.04604390435402028","0.47368691799671947","0.7253434112255249","0.4802569125176798"
"lyndsey_ollard_catching_up_mask_only_S42","mask_only","lyndsey_ollard_catching_up","42","22","24","11.0","0.588398360053552","0.6418891200584201","0.4386659021001675","0.013572723482413451","0.42509317861775403","0.6657558390746172","0.403241470548688"
"motor_tapes_shore_mask_only_S123","mask_only","motor_tapes_shore","123","18","24","9.0","0.493740947651562","0.6583212635354161","0.40709846362389734","0.14292998142682953","0.2641684821970678","0.4397623944162082","0.34105634307463045"
"motor_tapes_shore_mask_only_S2027","mask_only","motor_tapes_shore","2027","18","24","9.0","0.493740947651562","0.6583212635354161","0.4377066206523151","0.14230024014943693","0.29540638050287815","0.6755559703429241","0.36385502552659554"
"motor_tapes_shore_mask_only_S42","mask_only","motor_tapes_shore","42","18","24","9.0","0.493740947651562","0.6583212635354161","0.478272555274969","0.0403443486590796","0.4379282066158894","0.6628697764149953","0.36879050362099663"
"nerve_9_pray_for_the_rain_mask_only_S123","mask_only","nerve_9_pray_for_the_rain","123","16","24","8.0","0.4341905975755888","0.6512858963633832","0.5306994494333963","0.1313857212136638","0.39931372821973254","0.46000811238563444","0.3975948733601522"
"nerve_9_pray_for_the_rain_mask_only_S2027","mask_only","nerve_9_pray_for_the_rain","2027","16","24","8.0","0.4341905975755888","0.6512858963633832","0.48592211421793896","0.26873370721420714","0.21718840700373182","0.5500376782163301","0.4135259785500283"
"nerve_9_pray_for_the_rain_mask_only_S42","mask_only","nerve_9_pray_for_the_rain","42","16","24","8.0","0.4341905975755888","0.6512858963633832","0.4852647379449191","0.14957591176948748","0.3356888261754316","0.5435306033897638","0.3733684625531086"
